MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF
20,3,4.248495242049359,9.192176401348512,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,3.4657359027997265,3,2,1,4,4,4,1,450,6,0.0,432,882,1,4,1,4,900,0,0.0,900,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1970.0,3,1,280,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,2,2010,8,4,122000,1782
70,3,4.110873864173311,9.074635189810808,1,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,13,14,2,0.0,3,4,0,4,4,4,6,0,6,0.0,698,698,1,0,1,0,698,698,0.0,1396,0,0.0,1,0,3,0.6931471805599453,3,7,6,0,3,5,2003.0,3,1,384,5,5,2,0,0.0,0.0,0.0,5.560681631015528,0.0,3,4,1,0.0,7,2007,8,4,153575,1396
60,3,4.795790545596741,9.655795128300506,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0.0,1079,1079,1,0,1,4,1079,840,0.0,1919,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,685,2,5,2,0,3.951243718581428,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,6,5,233230,2158
190,3,4.02535169073515,8.646113971483077,1,0,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,2,0.0,3,1,2,4,0,4,5,210,6,0.0,570,780,1,0,0,4,936,780,0.0,1716,1,0.0,2,0,6,0.6931471805599453,1,9,6,0,3,6,0.0,1,0,0,3,3,0,0,5.220355825078324,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2008,8,4,135900,1716
50,3,4.110873864173311,9.342245442856122,1,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,2,0.0,3,4,1,4,4,4,3,292,6,0.0,476,768,1,2,1,4,1148,568,0.0,1716,0,0.0,1,1,3,0.6931471805599453,3,8,3,1,2,1,1949.0,3,1,281,5,5,2,0,0.0,0.0,0.0,5.081404364984463,0.0,3,4,1,0.0,1,2009,8,4,131000,1916
60,3,4.248495242049359,9.720765915720834,1,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,3.555348061489413,3,4,1,4,4,4,0,795,6,0.0,0,795,1,1,1,4,1468,795,0.0,2263,1,0.0,2,1,3,0.6931471805599453,2,9,6,1,5,1,1977.0,0,2,539,5,5,2,0,5.525452939131784,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2006,8,4,235000,2263
20,3,4.394449154672439,9.169622538697624,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,3,5.476463551931511,3,4,1,4,4,4,2,1285,6,0.0,131,1416,1,4,1,4,1644,0,0.0,1644,1,0.0,1,0,3,0.6931471805599453,3,7,6,2,2,1,1953.0,0,2,418,5,5,2,110,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2009,8,4,167000,3060
80,3,3.6375861597263857,8.97941663334301,1,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,2,0.0,3,4,1,4,4,0,2,819,6,0.0,184,1003,1,4,1,4,1003,0,0.0,1003,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1984.0,3,2,588,5,5,2,120,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,3,2006,8,4,142500,2006
50,4,4.330733340286331,9.525953709356656,1,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,2,0.0,3,4,1,4,4,4,1,420,6,0.0,490,910,1,4,1,0,910,648,0.0,1558,0,0.0,1,1,4,0.6931471805599453,3,6,6,0,3,1,1950.0,3,1,282,5,5,2,289,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,2007,8,4,152000,1820
60,1,4.204692619390966,8.909235279192261,1,2,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,7.378383712996714,2,4,2,2,4,4,1,649,6,0.0,326,975,1,0,1,4,975,975,0.0,1950,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,5,1997.0,2,2,576,5,5,2,0,2.3978952727983707,0.0,0.0,5.293304824724492,0.0,3,4,1,0.0,6,2007,8,4,239000,1950
60,3,4.51085950651685,9.367429587218956,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,5.902633333401366,2,4,1,4,4,4,0,384,5,5.170483995038151,143,702,1,2,1,4,1041,702,0.0,1743,0,0.6931471805599453,1,2,3,0.6931471805599453,3,7,6,1,2,1,1968.0,3,2,539,5,5,2,224,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,175000,1743
20,3,4.394449154672439,9.546884034617923,1,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,2,0.0,3,2,1,4,4,4,6,0,6,0.0,1092,1092,1,0,1,4,1152,0,0.0,1152,0,0.6931471805599453,1,0,3,0.6931471805599453,2,6,6,1,2,1,1950.0,3,1,300,5,5,2,0,3.610917912644224,0.0,0.0,0.0,0.0,3,0,1,0.0,8,2009,8,3,158500,2244
190,3,4.51085950651685,9.664659134301736,1,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,4.04305126783455,3,4,1,4,4,2,1,841,6,0.0,324,1165,1,4,1,4,1336,0,0.0,1336,1,0.0,1,0,2,0.6931471805599453,3,5,6,2,2,1,1953.0,3,1,375,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,4,157000,2501
60,3,4.204692619390966,9.694431800539537,1,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,2,0.0,2,4,2,2,4,4,2,281,6,0.0,747,1028,1,0,1,4,1210,1242,0.0,2452,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,3,1998.0,0,2,683,5,5,2,208,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2007,8,4,267000,2238
20,3,4.77912349311153,9.525516008736886,1,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,5.017279836814924,2,4,2,2,4,4,6,0,6,0.0,1541,1541,1,0,1,4,1541,0,0.0,1541,0,0.0,2,0,3,0.6931471805599453,2,6,6,1,5,1,2001.0,2,3,843,5,5,2,468,4.406719247264253,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2006,8,4,205000,3082
20,3,4.262679877041316,9.19023970026918,1,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,2,0.0,3,4,2,4,4,4,0,894,6,0.0,0,894,1,4,1,4,894,0,0.0,894,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1975.0,3,2,552,5,5,2,256,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,7,2006,8,0,149900,1788
75,4,4.477336814478207,9.819399172153842,1,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,2,0.0,3,4,0,4,4,4,6,0,6,0.0,1470,1470,1,0,1,4,1675,1818,0.0,3493,0,0.0,3,0,3,0.6931471805599453,2,10,6,1,0,1,2003.0,3,3,870,5,5,2,302,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,8,4,295000,3145
20,3,4.394449154672439,9.248310303227813,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,3,5.5093883366279774,2,4,2,2,4,4,2,1464,6,0.0,536,2000,1,0,1,4,2000,0,0.0,2000,1,0.0,2,0,3,0.6931471805599453,2,8,6,0,3,1,2004.0,0,3,888,5,5,2,168,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,305900,4000
60,3,4.762173934797756,9.5085913957772,1,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,5.5093883366279774,2,4,1,2,4,4,0,700,6,0.0,0,700,1,2,1,4,1122,1121,0.0,2243,1,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,1,1990.0,2,3,746,5,5,2,127,3.80666248977032,5.41610040220442,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,225000,1822
50,4,4.248495242049359,8.97727273946428,1,0,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,2,0.0,3,1,1,4,4,4,6,0,6,0.0,319,319,1,4,1,0,1035,371,0.0,1406,0,0.0,1,0,3,0.6931471805599453,1,6,6,0,3,6,0.0,1,0,0,3,3,0,0,4.976733742420574,0.0,0.0,0.0,0.0,3,2,1,0.0,3,2008,8,4,89500,1354
30,3,4.248495242049359,9.42084437974393,1,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,2,0.0,3,4,1,4,4,4,1,262,6,0.0,599,861,1,0,1,4,861,0,0.0,861,0,0.0,1,0,1,0.6931471805599453,3,4,6,0,3,5,1961.0,3,2,539,5,5,2,158,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,4,82500,1722
20,3,4.51085950651685,9.42375676753181,1,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,12,13,2,0.0,2,4,2,0,4,1,2,1274,6,0.0,622,1896,1,0,1,4,1944,0,0.0,1944,1,0.0,2,0,3,0.6931471805599453,0,8,6,3,0,1,2003.0,0,3,708,5,5,2,208,5.170483995038151,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2006,8,4,360000,3840
60,3,4.248495242049359,8.94715577112479,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,4.727387818712341,3,4,2,2,4,4,0,518,6,0.0,179,697,1,2,1,4,697,804,0.0,1501,0,0.0,2,1,3,0.6931471805599453,2,6,6,1,5,1,1993.0,0,2,420,5,5,2,190,4.158883083359672,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,165600,1394
20,3,3.9318256327243257,8.987321812850125,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,2,0.0,3,2,1,4,4,4,0,680,6,0.0,292,972,1,0,1,4,972,0,0.0,972,1,0.0,1,0,2,0.6931471805599453,3,5,6,1,2,5,1948.0,3,1,240,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2009,8,4,132000,1944
190,4,4.189654742026425,8.962007209588313,1,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,2,0.0,3,4,1,2,4,2,5,507,6,0.0,286,793,1,4,1,4,793,325,0.0,1118,1,0.0,1,0,3,0.6931471805599453,3,5,6,1,2,5,1939.0,3,2,410,5,5,2,0,0.0,0.0,0.0,5.605802066295998,0.0,3,2,1,0.0,5,2006,8,4,119900,1586
20,3,5.017279836814924,12.279536839074336,1,1,2,2,0,4,2,23,2,2,0,2,7,5,1965,1965,3,1,3,3,2,0.0,3,4,1,2,4,1,0,1236,5,6.710523109452428,80,2136,2,4,1,4,2036,0,0.0,2036,2,0.0,2,0,3,0.6931471805599453,3,8,6,2,2,1,1965.0,2,2,513,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,375000,4172
70,4,4.110873864173311,9.169622538697624,1,0,3,3,0,4,0,17,2,2,0,5,7,7,1925,1990,1,1,13,14,2,0.0,3,4,0,4,1,4,3,16,6,0.0,712,728,1,0,1,4,832,809,0.0,1641,0,0.6931471805599453,1,1,3,0.6931471805599453,0,6,6,1,2,5,1925.0,3,2,546,1,5,2,0,0.0,5.459585514144159,0.0,0.0,0.0,3,4,1,0.0,8,2006,8,4,178000,1560
60,3,4.276666119016055,8.961366060627451,1,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,2,0.0,2,4,2,2,4,4,2,425,6,0.0,291,716,1,0,1,4,716,716,0.0,1432,1,0.0,2,1,3,0.6931471805599453,2,6,6,1,2,1,2004.0,0,2,432,5,5,2,100,3.951243718581428,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,188500,1432
60,3,4.553876891600541,9.473166068429098,1,1,0,3,0,0,0,14,2,2,0,5,7,7,1980,1980,1,1,5,5,1,5.631211781821365,2,4,1,2,4,4,2,692,6,0.0,153,845,1,4,1,4,1153,1200,0.0,2353,1,0.0,2,1,4,0.6931471805599453,0,10,6,1,5,1,1983.0,2,2,484,5,5,2,288,5.278114659230517,0.0,0.0,0.0,0.0,3,0,1,0.0,8,2009,8,4,260000,1998
60,1,4.330733340286331,9.105090961257083,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0.0,1088,1088,1,0,1,4,1088,871,0.0,1959,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,3,1025,5,5,2,208,3.8501476017100575,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2007,8,4,270000,2176
60,3,4.51085950651685,9.200391041122517,1,1,3,2,0,4,1,15,2,2,0,5,7,5,1993,1993,1,1,6,6,1,5.54907608489522,2,4,2,2,4,1,2,987,6,0.0,360,1347,1,0,1,4,1372,1274,0.0,2646,1,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,1,1993.0,2,3,656,5,5,2,340,4.110873864173311,4.976733742420574,0.0,0.0,0.0,3,4,1,0.0,4,2009,8,4,260000,2719
80,3,4.248495242049359,9.55506418479516,1,1,3,3,0,4,0,14,2,2,0,7,7,5,1980,1980,1,1,9,10,1,5.420534999272286,3,4,1,2,4,0,2,1036,6,0.0,336,1372,1,4,1,4,1472,0,0.0,1472,1,0.0,2,0,3,0.6931471805599453,3,6,6,2,5,1,1980.0,3,2,588,5,5,2,233,3.8918202981106265,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2009,8,4,187500,2844
60,3,4.718498871295094,9.696463383101802,1,1,3,3,0,0,0,16,2,2,0,5,9,5,2006,2006,1,1,12,13,3,5.916202062607435,3,4,2,0,1,0,6,0,6,0.0,1249,1249,1,0,1,4,1249,1347,0.0,2596,0,0.0,3,1,4,0.6931471805599453,2,9,6,0,3,1,2006.0,2,3,840,5,5,2,240,5.043425116919247,0.0,0.0,0.0,0.0,3,4,1,0.0,9,2006,6,5,342643,2498
60,3,4.605170185988092,9.400960731584831,1,1,0,3,0,4,0,16,2,2,0,5,8,5,2004,2004,1,1,12,13,1,5.963579343618446,2,4,2,0,4,0,2,970,6,0.0,166,1136,1,0,1,4,1136,1332,0.0,2468,1,0.0,2,1,4,0.6931471805599453,2,10,6,1,2,3,2004.0,0,3,872,5,5,2,184,5.043425116919247,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,354000,2272
60,3,4.465908118654584,9.247732491193243,1,1,0,3,0,4,0,20,2,2,0,5,7,5,1986,1987,1,1,9,10,1,5.153291594497779,2,4,1,4,4,1,3,28,0,7.29641326877392,0,1502,1,0,1,4,1553,1177,0.0,2730,1,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,1,1987.0,0,2,576,5,5,2,201,4.574710978503383,0.0,0.0,0.0,0.0,3,2,1,0.0,8,2007,8,4,301000,3055
20,4,3.912023005428146,8.669227347271736,1,1,3,3,0,4,0,17,2,2,0,2,3,8,1955,2005,1,1,12,13,2,0.0,3,2,1,4,4,4,0,256,6,0.0,906,1162,1,0,1,4,1163,0,0.0,1163,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1955.0,3,1,220,1,5,2,142,4.59511985013459,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,8,4,126175,2325
80,3,4.574710978503383,9.330431852234003,1,1,3,3,0,0,0,12,4,2,0,7,7,7,1967,2007,4,6,13,14,1,5.707110264748875,2,2,1,2,4,4,6,0,6,0.0,710,710,1,0,1,4,1898,1080,0.0,2978,0,0.0,2,1,5,0.6931471805599453,2,11,6,1,2,3,1961.0,0,2,564,5,5,2,240,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,8,4,242000,2608
45,4,3.9318256327243257,8.517393171418904,1,1,3,3,0,4,0,9,5,2,0,1,5,6,1941,1950,1,1,8,8,2,0.0,3,4,1,4,4,0,1,116,6,0.0,604,720,1,3,0,1,803,0,0.0,803,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,5,1941.0,3,2,360,5,5,2,0,0.0,5.501258210544727,0.0,0.0,0.0,3,4,1,0.0,12,2007,8,4,87000,1523
120,3,3.49650756146648,9.291643823040218,1,1,0,3,0,1,0,24,2,2,4,2,8,5,1993,1993,1,1,3,3,2,0.0,2,4,2,2,4,1,2,1619,6,0.0,100,1719,1,0,1,4,1719,0,0.0,1719,2,0.0,1,1,1,0.6931471805599453,2,6,6,2,2,1,1993.0,0,2,473,5,5,2,122,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,2,4,324000,3438
20,3,4.394449154672439,9.358846580275406,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1960,1960,3,1,13,14,1,5.170483995038151,3,4,1,4,4,4,5,565,6,0.0,818,1383,1,4,1,4,1383,0,0.0,1383,0,0.0,1,1,3,0.6931471805599453,3,7,6,0,3,1,1960.0,2,1,292,5,5,2,0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2006,8,4,145250,2766
75,3,4.248495242049359,9.383368881858544,1,2,0,0,0,4,0,3,4,2,0,4,6,6,1916,1994,1,1,13,15,2,0.0,3,4,0,4,4,4,6,0,6,0.0,844,844,1,2,0,0,1445,689,0.0,2134,0,0.0,2,0,5,0.6931471805599453,2,10,6,0,3,5,1930.0,3,2,441,5,5,2,0,4.110873864173311,5.594711379601839,0.0,0.0,0.0,3,4,1,0.0,7,2009,8,4,214500,2289
70,4,4.110873864173311,8.764521909518802,1,1,3,3,0,0,0,9,2,2,0,5,5,5,1920,1950,1,1,13,15,2,0.0,3,4,2,4,4,2,6,0,6,0.0,596,596,1,4,0,4,596,596,0.0,1192,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1920.0,3,1,189,1,1,0,0,0.0,4.927253685157205,0.0,0.0,0.0,3,1,1,0.0,7,2009,8,4,78000,1192
90,3,4.248495242049359,9.270964993792616,1,1,0,3,0,4,0,12,2,2,2,2,5,4,1964,1964,1,1,6,6,1,4.442651256490317,3,4,1,4,4,4,2,40,5,5.579729825986222,1424,1728,1,4,1,4,1728,0,0.0,1728,0,0.6931471805599453,2,0,6,1.0986122886681098,3,10,6,0,3,5,2002.0,3,1,352,5,5,2,155,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2007,8,4,119000,3456
20,3,4.262679877041316,9.009080614161975,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1958,1992,1,1,13,14,2,0.0,3,4,1,4,4,4,5,846,6,0.0,210,1056,1,1,1,4,1056,0,0.0,1056,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1958.0,2,1,308,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2007,8,4,139000,2112
20,3,4.454347296253507,9.273878392780173,1,1,0,3,0,4,0,16,2,2,0,2,8,5,2003,2004,1,1,12,13,1,5.6937321388027,2,4,2,2,4,4,2,1124,4,6.173786103901937,1603,3206,1,0,1,4,1629,0,0.0,1629,1,0.0,2,0,3,0.6931471805599453,2,7,6,1,2,1,2003.0,2,3,880,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2009,8,4,284000,4835
120,4,4.0943445622221,9.011767474596178,1,1,3,3,0,3,0,16,2,2,4,2,7,5,2004,2004,1,1,12,13,3,4.990432586778736,2,4,2,2,4,0,2,720,6,0.0,638,1358,1,0,1,4,1358,0,0.0,1358,1,0.0,2,0,2,0.6931471805599453,2,6,6,1,2,1,2004.0,2,2,484,5,5,2,192,3.4339872044851463,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2008,8,4,207000,2716
60,3,4.0943445622221,9.10974625674048,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1998,1998,1,1,12,13,2,0.0,3,4,2,2,4,1,2,828,6,0.0,115,943,1,2,1,4,943,695,0.0,1638,1,0.0,2,1,3,0.6931471805599453,3,7,6,2,5,1,1998.0,0,2,472,5,5,2,100,3.6635616461296463,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2008,8,4,192000,1886
190,3,4.248495242049359,12.011644093954343,0,1,0,1,0,0,2,23,2,2,1,0,5,6,1965,1965,1,1,9,10,2,0.0,3,4,1,4,4,1,0,1249,1,4.997212273764115,103,1499,1,0,1,4,1619,167,0.0,1786,2,0.0,2,0,3,0.6931471805599453,3,7,6,2,2,1,1965.0,0,2,529,5,5,2,670,0.0,0.0,0.0,0.0,0.0,3,4,3,6.55250788703459,8,2008,8,4,228950,3118
20,3,4.465908118654584,9.558035114334135,1,1,0,1,0,0,0,22,2,2,0,2,9,5,2005,2006,3,1,12,13,3,5.303304908059076,2,4,2,0,4,1,2,1249,6,0.0,673,1922,1,0,1,4,1922,0,0.0,1922,1,0.0,2,0,3,0.6931471805599453,2,8,6,1,2,1,2005.0,0,3,676,5,5,2,178,3.951243718581428,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,377426,3844
20,3,4.262679877041316,9.119977931895791,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2003,1,1,12,13,1,4.736198448394496,2,4,2,2,4,0,2,810,6,0.0,726,1536,1,0,1,4,1536,0,0.0,1536,1,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2002.0,2,2,532,5,5,2,192,4.31748811353631,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2008,8,4,214000,3072
20,3,4.5217885770490405,9.557187177595935,1,1,3,3,0,0,0,14,2,2,0,2,7,7,1984,1998,1,1,13,14,2,0.0,2,4,1,2,4,2,0,213,6,0.0,995,1208,1,0,1,4,1621,0,0.0,1621,1,0.0,2,0,3,0.6931471805599453,2,8,6,0,3,1,1984.0,2,2,440,5,5,2,108,3.828641396489095,0.0,0.0,0.0,0.0,3,4,3,5.993961427306569,5,2006,8,4,202500,2829
20,3,4.204692619390966,9.425532393502772,1,1,0,3,0,4,0,12,1,2,0,2,6,7,1958,1998,3,1,13,14,1,5.176149732573829,3,4,1,4,0,4,5,585,6,0.0,630,1215,1,4,1,0,1215,0,0.0,1215,0,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,1,1958.0,3,1,297,5,5,2,0,0.0,0.0,0.0,5.459585514144159,0.0,3,4,1,0.0,6,2009,8,4,155000,2430
60,3,4.454347296253507,9.56043370454936,1,1,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,967,967,1,0,1,4,993,915,0.0,1908,0,0.0,2,1,4,0.6931471805599453,2,9,6,0,3,1,2002.0,0,2,431,5,5,2,135,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,202900,1960
20,2,4.110873864173311,9.036106025364846,1,1,3,3,0,4,0,20,1,2,0,2,4,4,1950,1950,1,1,13,0,2,0.0,1,1,1,4,0,4,6,0,6,0.0,721,721,1,2,1,4,841,0,0.0,841,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,4,1950.0,3,1,294,5,5,0,250,0.0,3.218875824868201,0.0,0.0,0.0,3,4,1,0.0,9,2009,8,4,82000,1562
90,3,4.248495242049359,9.053101595549691,1,1,3,3,0,4,0,12,2,2,2,2,3,4,1949,1950,1,1,11,12,1,5.831882477283517,3,4,3,3,2,3,4,0,4,0.0,0,0,5,1,0,0,1040,0,0.0,1040,0,0.0,2,0,2,1.0986122886681098,3,6,6,0,3,5,1949.0,3,2,400,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,87500,1040
120,3,4.158883083359672,9.088172738001974,1,1,0,3,0,4,0,16,2,2,4,2,9,5,2005,2005,3,1,8,8,1,6.424869023905388,0,4,2,0,4,4,2,28,6,0.0,1656,1684,1,0,1,4,1684,0,0.0,1684,0,0.0,2,0,2,0.6931471805599453,0,6,6,1,0,1,2005.0,2,2,564,5,5,2,495,4.290459441148391,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2008,8,4,266000,3368
160,4,3.610917912644224,7.860570785538664,1,1,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,2,0.0,3,4,1,2,4,4,5,129,1,5.4510384535657,175,536,1,4,1,4,536,576,0.0,1112,0,0.0,1,1,3,0.6931471805599453,3,4,6,0,3,1,1976.0,3,1,336,5,5,2,182,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,85000,1072
50,3,4.189654742026425,8.769662508112274,1,1,3,3,0,4,0,3,6,2,0,0,6,5,1939,1950,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0,6,0.0,972,972,1,2,1,4,972,605,0.0,1577,0,0.0,1,0,3,0.6931471805599453,1,6,6,1,2,5,1939.0,3,1,312,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2006,8,4,140200,1944
20,3,4.248495242049359,9.455088847042775,1,1,0,3,0,1,0,12,2,2,0,2,6,8,1960,1998,3,1,8,8,2,0.0,3,2,1,4,4,2,1,498,6,0.0,460,958,1,4,1,4,958,0,0.0,958,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1960.0,2,1,301,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,0,9.648659816955297,4,2007,8,4,151500,1916
20,3,4.248495242049359,9.77571099759397,1,1,0,3,0,4,0,12,2,2,0,2,6,5,1960,1960,1,1,13,14,1,3.4339872044851463,3,4,1,4,4,4,1,1270,6,0.0,208,1478,1,0,1,0,1478,0,0.0,1478,1,0.0,2,0,3,0.6931471805599453,3,6,6,2,2,1,1960.0,3,2,498,5,5,2,0,3.713572066704308,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2009,8,4,157500,2956
160,3,3.610917912644224,7.803435056952168,1,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,1,12,15,3,4.672828834461906,2,4,2,2,4,4,2,573,6,0.0,191,764,1,0,1,4,764,862,0.0,1626,1,0.0,2,1,2,0.6931471805599453,2,6,6,0,3,3,2003.0,2,2,474,5,5,2,0,3.332204510175204,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2008,8,4,154000,1528
