MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120,4,3.8066624897703196,8.46611040118692,1,1,0,1,0,4,1,6,2,2,4,2,8,5,2006,2007,3,1,12,13,3,6.1779441140506,2,4,2,2,4,1,2,1573,6,0.0,0,1573,1,0,1,4,1625,0,0.0,1625,1,0.6931471805599453,2,0,2,0.6931471805599453,2,5,6,1,2,1,2006.0,0,2,538,5,5,2,123,0.0,0.0,0.0,5.0369526024136295,0.0,3,4,1,0.0,12,2007,8,3,235000
60,3,4.189654742026425,9.032050676295599,1,1,0,3,0,4,0,20,2,2,0,5,6,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0.0,798,798,1,0,1,4,798,842,0.0,1640,0,0.0,2,1,3,0.6931471805599453,2,6,6,0,3,1,2004.0,2,2,520,5,5,2,138,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2008,8,4,173000
80,3,4.454347296253507,9.143238568435446,1,1,3,3,0,4,0,12,2,2,0,7,6,7,1964,1991,3,1,6,6,1,4.6913478822291435,3,4,1,2,4,1,3,270,0,6.364750756851911,452,1302,1,0,1,4,1302,0,0.0,1302,0,0.6931471805599453,2,0,3,0.6931471805599453,2,7,2,0,3,1,1964.0,2,1,309,5,5,2,333,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,10,2007,1,4,158000
20,3,4.2626798770413155,9.036106025364846,1,1,3,3,0,4,0,12,2,2,0,2,5,6,1957,1957,1,1,8,8,2,0.0,3,2,1,4,4,4,5,922,6,0.0,392,1314,1,4,1,4,1314,0,0.0,1314,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1957.0,2,1,294,5,5,2,250,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,8,4,145000
60,3,4.204692619390966,9.075551045627543,1,1,0,3,0,4,0,8,2,2,0,5,7,5,1999,1999,1,1,12,13,1,5.713732805509369,2,4,2,2,4,4,6,0,6,0.0,975,975,1,0,1,4,1005,1286,0.0,2291,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,3,1999.0,0,2,429,5,5,2,192,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2,2006,8,4,230000
60,1,4.174387269895637,9.081597496083457,1,1,0,3,0,4,0,21,2,2,0,5,6,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,4,5,503,6,0.0,361,864,1,0,1,4,864,864,0.0,1728,0,0.0,2,1,3,0.6931471805599453,2,7,6,0,3,1,2003.0,2,2,673,5,5,2,216,4.04305126783455,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,8,4,207500
20,3,4.23410650459726,9.08421009483197,1,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,1,12,13,3,5.198497031265826,2,4,2,2,4,4,2,1334,6,0.0,270,1604,1,0,1,4,1604,0,0.0,1604,1,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,660,5,5,2,123,4.709530201312334,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,0,220000
60,3,4.394449154672439,9.428350771178645,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,1,12,13,1,5.153291594497779,2,4,2,2,4,4,2,361,6,0.0,602,963,1,0,1,4,963,829,0.0,1792,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,2001.0,2,2,564,5,5,2,0,4.574710978503383,0.0,5.5053315359323625,0.0,0.0,3,4,1,0.0,5,2008,8,4,231500
20,4,4.2626798770413155,9.44959346502346,1,1,3,3,0,4,0,17,2,2,0,2,5,5,1956,1956,1,1,3,3,2,0.0,3,4,2,3,2,3,4,0,4,0.0,0,0,1,2,1,0,882,0,0.0,882,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1956.0,3,1,308,5,5,2,0,3.828641396489095,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2008,8,4,97000
80,3,4.795790545596741,9.867704922396356,1,1,3,3,0,0,0,12,0,2,0,7,6,5,1962,1962,1,1,13,14,1,5.991464547107982,3,4,1,4,4,1,5,672,0,6.53813982376767,0,1362,1,4,1,4,1382,0,0.0,1382,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1991.0,3,2,884,5,5,2,0,0.0,5.53338948872752,0.0,0.0,0.0,3,1,1,0.0,5,2009,8,4,176000
60,3,4.248495242049359,9.16837188715368,1,1,0,3,0,4,0,5,2,2,0,5,8,5,2007,2007,1,1,5,5,3,5.602118820879701,2,4,2,0,4,4,6,0,6,0.0,1482,1482,1,0,1,4,1482,1092,0.0,2574,0,0.0,2,1,3,0.6931471805599453,0,10,6,1,2,3,2007.0,0,3,868,5,5,2,0,5.003946305945459,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2007,6,5,276000
80,3,4.48863636973214,9.044521887281242,1,1,0,3,0,0,0,19,2,2,0,7,6,7,1977,1995,1,1,6,10,1,3.8501476017100584,3,4,1,2,1,0,0,506,6,0.0,0,506,1,4,1,4,1212,0,0.0,1212,1,0.0,1,0,3,0.6931471805599453,3,6,6,1,5,1,1978.0,3,2,492,5,5,2,292,2.5649493574615367,0.0,0.0,0.0,0.0,3,1,1,0.0,7,2006,8,4,151000
50,4,3.9318256327243257,8.612685172875459,1,1,3,3,0,0,0,17,2,2,0,0,5,7,1929,2001,1,1,13,14,2,0.0,3,4,0,4,4,4,3,234,0,6.541029999189903,0,926,1,4,1,4,926,0,5.968707559985366,1316,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1974.0,3,2,484,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,130000
30,4,3.4339872044851463,8.562740006372207,1,0,2,0,0,4,0,17,0,2,0,2,5,5,1925,2004,1,1,13,14,2,0.0,3,4,0,1,4,4,6,0,6,0.0,680,680,1,2,0,2,764,0,0.0,764,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1965.0,3,2,504,5,5,0,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2008,8,4,73000
20,3,4.3694478524670215,9.400216653174247,1,1,0,3,0,4,0,14,2,2,0,2,6,6,1981,1981,1,1,8,8,1,5.351858133476067,3,2,1,2,4,4,2,588,3,5.43372200355424,606,1422,1,4,1,4,1422,0,0.0,1422,0,0.0,2,0,3,0.6931471805599453,2,7,6,1,5,1,1981.0,0,2,576,5,5,2,276,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,6,2008,8,4,175500
60,3,4.2626798770413155,9.324383088016843,1,1,0,1,0,2,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,0,2,714,6,0.0,88,802,1,2,1,4,802,709,0.0,1511,1,0.0,2,1,3,0.6931471805599453,3,8,6,1,5,1,1997.0,0,2,413,5,5,2,95,4.330733340286331,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,4,185000
75,3,4.110873864173311,9.036106025364846,1,1,3,0,0,4,1,18,2,2,0,3,5,8,1939,1997,1,1,13,14,2,0.0,3,4,2,4,4,4,3,378,6,0.0,342,720,1,0,1,4,1052,720,6.042632833682381,2192,0,0.0,2,1,4,0.6931471805599453,2,8,6,1,2,5,1939.0,3,1,240,5,5,2,262,3.2188758248682006,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2008,8,4,179500
30,4,4.276666119016055,8.839421607620602,1,1,3,3,0,4,0,9,2,2,0,2,5,6,1940,1955,1,1,12,13,2,0.0,3,4,1,4,4,4,0,403,5,4.836281906951478,212,740,1,0,1,4,778,0,0.0,778,0,0.0,1,0,2,0.6931471805599453,3,4,6,1,2,5,1966.0,0,1,924,0,0,2,0,3.258096538021482,0.0,0.0,0.0,0.0,3,4,1,0.0,2,2008,8,4,120500
20,3,4.248495242049359,8.976893927666076,1,1,0,3,0,0,0,7,2,2,0,2,6,7,1976,1976,3,1,6,6,1,5.1647859739235145,3,2,1,4,1,4,1,751,6,0.0,392,1143,1,4,1,4,1113,0,0.0,1113,1,0.0,1,1,3,0.6931471805599453,3,6,6,1,1,1,1987.0,2,1,504,5,2,2,370,3.4339872044851463,0.0,0.0,0.0,0.0,3,0,1,0.0,5,2007,8,4,148000
60,1,4.442651256490317,9.280705634636746,1,1,3,3,0,4,0,21,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,2,6,0,6,0.0,1095,1095,1,2,1,4,1095,844,0.0,1939,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,3,1053,5,5,2,192,3.9512437185814275,0.0,0.0,0.0,0.0,3,4,1,0.0,8,2006,6,5,266000
20,3,4.30406509320417,10.574005615035713,1,1,0,2,0,1,2,4,2,2,0,2,7,7,1954,2005,0,2,9,10,2,0.0,3,4,1,2,4,1,3,226,2,6.96979066990159,96,1385,1,0,1,4,1363,0,0.0,1363,1,0.0,1,0,2,0.6931471805599453,3,5,4,2,5,1,1954.0,3,2,439,5,5,2,81,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2008,8,4,241500
60,3,4.532599493153256,9.372884301161463,1,1,0,3,0,1,0,15,2,2,0,5,8,7,1999,2007,1,1,12,13,1,5.855071922202427,2,4,2,2,4,4,2,524,6,0.0,628,1152,1,0,1,4,1164,1106,0.0,2270,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,2,1,1999.0,0,3,671,5,5,2,132,4.060443010546419,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,290000
20,3,4.394449154672439,9.169622538697624,1,1,3,3,0,4,0,12,1,2,0,2,6,6,1958,1988,3,1,13,14,0,5.214935757608986,3,4,1,4,4,4,5,620,3,6.431331081933479,0,1240,1,2,1,4,1632,0,0.0,1632,1,0.0,2,0,3,0.6931471805599453,3,6,2,1,2,1,1958.0,2,1,338,5,5,2,289,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,4,2009,8,4,139000
20,3,4.343805421853684,9.025816391627028,1,1,3,3,0,0,0,11,2,2,0,2,5,7,1982,1982,1,1,6,7,2,0.0,3,4,1,4,4,1,0,546,6,0.0,270,816,1,4,1,4,816,0,0.0,816,0,0.0,1,0,2,0.6931471805599453,3,5,6,0,3,1,1982.0,3,1,264,5,5,2,168,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,124500
50,3,4.02535169073515,8.890823576004383,1,1,3,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,1,13,14,2,0.0,2,2,0,4,4,4,6,0,6,0.0,952,952,2,2,0,4,952,596,0.0,1548,0,0.0,2,1,3,0.6931471805599453,0,5,6,0,3,5,1978.0,3,2,672,5,5,2,74,0.0,0.0,0.0,4.976733742420574,0.0,3,4,1,0.0,10,2009,8,4,205000
20,3,4.867534450455582,9.126632622902697,1,1,0,3,0,4,0,11,2,2,0,2,7,5,2003,2003,1,1,12,13,2,0.0,2,4,2,0,4,4,6,0,6,0.0,1560,1560,1,0,1,4,1560,0,0.0,1560,0,0.0,2,0,3,0.6931471805599453,2,7,6,0,3,1,2003.0,0,2,573,5,5,2,100,5.017279836814924,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2010,8,4,201000
20,3,4.948759890378168,9.859483417038073,1,1,3,3,0,0,0,8,2,2,0,2,4,5,1951,1951,1,1,12,13,2,0.0,3,4,1,4,4,4,3,120,6,0.0,744,864,1,0,1,4,864,0,0.0,864,0,0.0,1,0,2,0.6931471805599453,3,4,6,0,3,5,1951.0,3,2,400,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2010,8,4,141000
20,3,4.68213122712422,9.57851889529833,1,1,3,3,0,4,0,16,2,2,0,2,9,5,2006,2007,1,1,5,5,1,5.755742213586912,0,4,2,0,4,1,6,0,6,0.0,2121,2121,1,0,1,4,2121,0,0.0,2121,0,0.0,2,1,3,0.6931471805599453,0,8,6,1,0,1,2007.0,0,3,732,5,5,2,124,4.59511985013459,0.0,0.0,4.962844630259907,0.0,3,4,1,0.0,5,2007,6,5,415298
60,3,4.430816798843313,9.21094019204815,1,1,3,3,0,4,0,4,2,2,0,5,7,5,1977,1977,3,1,9,10,1,5.703782474656201,3,4,1,2,4,4,1,392,6,0.0,768,1160,1,0,1,4,1156,866,0.0,2022,0,0.0,2,1,4,0.6931471805599453,3,8,6,1,5,1,1977.0,0,2,505,5,5,2,288,4.770684624465665,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2008,8,4,192000
60,3,4.418840607796598,9.33149549353265,1,1,3,3,0,4,0,20,2,2,0,5,7,6,1989,1989,1,1,9,10,1,5.831882477283517,2,4,1,2,4,0,2,421,6,0.0,386,807,1,2,1,4,1175,807,0.0,1982,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,1,1989.0,0,2,575,5,5,2,0,4.442651256490317,0.0,5.2832037287379885,0.0,0.0,3,4,1,0.0,1,2007,8,4,228500
20,1,4.110873864173311,8.881975184248867,1,2,3,3,0,4,0,21,2,2,0,2,6,5,2006,2006,1,1,12,13,3,4.23410650459726,2,4,2,2,4,4,2,905,6,0.0,357,1262,1,2,1,4,1262,0,0.0,1262,0,0.0,2,0,2,0.6931471805599453,2,5,6,0,3,1,2006.0,0,2,572,5,5,2,0,4.795790545596741,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,6,5,185000
120,3,3.5553480614894135,8.529911963824013,1,1,3,3,0,4,0,16,2,2,3,2,7,5,2007,2008,1,1,12,13,3,5.117993812416755,2,4,2,2,4,4,2,904,6,0.0,410,1314,1,0,1,4,1314,0,0.0,1314,1,0.0,2,0,2,0.6931471805599453,2,6,6,1,2,1,2008.0,2,2,626,5,5,2,172,4.143134726391533,0.0,0.0,0.0,0.0,3,4,1,0.0,4,2009,5,4,207500
20,3,4.31748811353631,9.170871628065816,1,1,3,3,0,4,0,21,1,2,0,2,8,5,2008,2009,1,1,12,13,3,4.290459441148391,2,4,2,2,4,4,6,0,6,0.0,1468,1468,1,0,1,4,1468,0,0.0,1468,0,0.0,2,0,3,0.6931471805599453,2,6,6,1,2,1,2008.0,0,3,898,5,5,2,210,5.017279836814924,0.0,0.0,0.0,0.0,3,4,1,0.0,12,2009,6,5,244600
120,3,3.9318256327243257,8.98882050177807,1,1,3,3,0,4,0,20,2,2,4,2,6,5,1992,1992,1,1,9,7,2,0.0,2,4,2,2,4,4,2,430,6,0.0,1145,1575,1,2,1,4,1575,0,0.0,1575,1,0.0,2,0,2,0.6931471805599453,2,5,6,0,3,1,1992.0,2,2,529,5,5,2,0,0.0,3.970291913552122,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,179200
160,1,3.58351893845611,8.355144739461839,1,2,0,3,0,4,0,21,2,2,4,5,7,5,2006,2007,1,1,8,8,2,0.0,2,4,2,2,4,4,6,0,6,0.0,625,625,1,0,1,4,625,625,0.0,1250,0,0.0,2,1,2,0.6931471805599453,2,5,6,0,3,5,2006.0,2,2,528,5,5,2,0,4.007333185232471,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,6,5,164700
50,3,4.356708826689592,9.18881025342582,1,1,0,0,0,4,0,12,2,2,0,0,6,7,1962,1981,1,1,13,14,2,0.0,3,4,1,4,4,4,5,600,6,0.0,312,912,1,4,1,4,1085,649,0.0,1734,0,0.0,1,1,3,0.6931471805599453,2,7,6,1,2,1,1962.0,2,2,440,5,5,2,0,0.0,0.0,0.0,4.859812404361672,0.0,3,0,1,0.0,6,2006,8,4,159000
20,3,4.248495242049359,9.002824076547672,1,1,0,3,0,0,0,12,2,2,0,2,4,4,1971,1971,1,1,6,6,2,0.0,3,4,1,4,4,4,1,614,6,0.0,244,858,1,4,1,4,858,0,0.0,858,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,6,0.0,1,0,0,3,3,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,4,88000
20,3,4.248495242049359,9.192176401348512,1,1,0,3,0,4,0,19,2,2,0,2,5,5,1967,1967,1,1,8,8,1,3.4657359027997265,3,2,1,4,4,4,1,450,6,0.0,432,882,1,4,1,4,900,0,0.0,900,0,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,5,1970.0,3,1,280,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,2,2010,8,4,122000
70,3,4.110873864173311,9.074635189810808,1,1,3,3,0,4,0,3,6,2,0,5,6,7,1915,2003,1,1,13,14,2,0.0,3,4,0,4,4,4,6,0,6,0.0,698,698,1,0,1,0,698,698,0.0,1396,0,0.0,1,0,3,0.6931471805599453,3,7,6,0,3,5,2003.0,3,1,384,5,5,2,0,0.0,0.0,0.0,5.560681631015528,0.0,3,4,1,0.0,7,2007,8,4,153575
60,3,4.795790545596741,9.655795128300506,1,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2006,1,1,12,13,2,0.0,2,4,2,2,4,0,6,0,6,0.0,1079,1079,1,0,1,4,1079,840,0.0,1919,0,0.0,2,1,3,0.6931471805599453,2,8,6,1,2,1,2006.0,2,2,685,2,5,2,0,3.9512437185814275,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2006,6,5,233230
190,3,4.02535169073515,8.646113971483077,1,0,3,0,0,4,0,18,2,2,1,5,5,6,1912,2000,1,1,12,13,2,0.0,3,1,2,4,0,4,5,210,6,0.0,570,780,1,0,0,4,936,780,0.0,1716,1,0.0,2,0,6,0.6931471805599453,1,9,6,0,3,6,0.0,1,0,0,3,3,0,0,5.220355825078324,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2008,8,4,135900
50,3,4.110873864173311,9.342245442856122,1,1,3,3,0,4,0,7,2,2,0,0,5,4,1949,2008,1,1,13,14,2,0.0,3,4,1,4,4,4,3,292,6,0.0,476,768,1,2,1,4,1148,568,0.0,1716,0,0.0,1,1,3,0.6931471805599453,3,8,3,1,2,1,1949.0,3,1,281,5,5,2,0,0.0,0.0,0.0,5.081404364984463,0.0,3,4,1,0.0,1,2009,8,4,131000
60,3,4.248495242049359,9.720765915720834,1,1,0,3,0,0,0,14,3,2,0,5,7,7,1977,1994,1,1,9,10,1,3.5553480614894135,3,4,1,4,4,4,0,795,6,0.0,0,795,1,1,1,4,1468,795,0.0,2263,1,0.0,2,1,3,0.6931471805599453,2,9,6,1,5,1,1977.0,0,2,539,5,5,2,0,5.5254529391317835,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2006,8,4,235000
20,3,4.394449154672439,9.169622538697624,1,1,3,3,0,4,0,12,2,2,0,2,6,5,1953,1953,3,1,6,6,3,5.476463551931511,3,4,1,4,4,4,2,1285,6,0.0,131,1416,1,4,1,4,1644,0,0.0,1644,1,0.0,1,0,3,0.6931471805599453,3,7,6,2,2,1,1953.0,0,2,418,5,5,2,110,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10,2009,8,4,167000
80,3,3.6375861597263857,8.97941663334301,1,1,0,3,0,1,0,11,2,2,0,7,6,6,1984,1984,1,1,6,6,2,0.0,3,4,1,4,4,0,2,819,6,0.0,184,1003,1,4,1,4,1003,0,0.0,1003,1,0.0,1,0,3,0.6931471805599453,3,6,6,0,3,5,1984.0,3,2,588,5,5,2,120,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,3,2006,8,4,142500
50,4,4.330733340286331,9.525953709356655,1,1,3,3,0,4,0,9,2,2,0,0,5,5,1950,1950,1,1,13,14,2,0.0,3,4,1,4,4,4,1,420,6,0.0,490,910,1,4,1,0,910,648,0.0,1558,0,0.0,1,1,4,0.6931471805599453,3,6,6,0,3,1,1950.0,3,1,282,5,5,2,289,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,6,2007,8,4,152000
60,1,4.204692619390966,8.909235279192261,1,2,0,3,0,4,0,21,2,2,0,5,7,5,1997,1998,3,1,12,13,1,7.3783837129967145,2,4,2,2,4,4,1,649,6,0.0,326,975,1,0,1,4,975,975,0.0,1950,0,0.0,2,1,3,0.6931471805599453,2,7,6,1,5,5,1997.0,2,2,576,5,5,2,0,2.3978952727983707,0.0,0.0,5.293304824724492,0.0,3,4,1,0.0,6,2007,8,4,239000
60,3,4.51085950651685,9.367429587218957,1,1,3,3,0,4,0,14,2,2,0,5,6,6,1968,1968,4,1,6,1,1,5.902633333401366,2,4,1,4,4,4,0,384,5,5.170483995038151,143,702,1,2,1,4,1041,702,0.0,1743,0,0.6931471805599453,1,2,3,0.6931471805599453,3,7,6,1,2,1,1968.0,3,2,539,5,5,2,224,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,175000
20,3,4.394449154672439,9.546884034617925,1,1,3,3,0,4,0,6,2,2,0,2,6,8,1950,2004,1,1,6,6,2,0.0,3,2,1,4,4,4,6,0,6,0.0,1092,1092,1,0,1,4,1152,0,0.0,1152,0,0.6931471805599453,1,0,3,0.6931471805599453,2,6,6,1,2,1,1950.0,3,1,300,5,5,2,0,3.6109179126442243,0.0,0.0,0.0,0.0,3,0,1,0.0,8,2009,8,3,158500
190,3,4.51085950651685,9.664659134301736,1,1,3,3,0,0,0,6,2,2,1,2,5,5,1953,1953,3,1,8,8,1,4.04305126783455,3,4,1,4,4,2,1,841,6,0.0,324,1165,1,4,1,4,1336,0,0.0,1336,1,0.0,1,0,2,0.6931471805599453,3,5,6,2,2,1,1953.0,3,1,375,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6,2006,8,4,157000
60,3,4.204692619390966,9.694431800539537,1,1,2,3,0,4,0,5,2,2,0,5,8,5,1998,1999,1,1,12,13,2,0.0,2,4,2,2,4,4,2,281,6,0.0,747,1028,1,0,1,4,1210,1242,0.0,2452,0,0.0,2,1,4,0.6931471805599453,2,9,6,1,5,3,1998.0,0,2,683,5,5,2,208,3.9318256327243257,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2007,8,4,267000
20,3,4.77912349311153,9.525516008736886,1,1,0,3,0,0,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,1,5.017279836814924,2,4,2,2,4,4,6,0,6,0.0,1541,1541,1,0,1,4,1541,0,0.0,1541,0,0.0,2,0,3,0.6931471805599453,2,6,6,1,5,1,2001.0,2,3,843,5,5,2,468,4.406719247264253,0.0,0.0,0.0,0.0,3,4,1,0.0,1,2006,8,4,205000
20,3,4.2626798770413155,9.19023970026918,1,1,3,3,0,0,0,5,2,2,0,2,5,7,1972,1972,1,1,12,13,2,0.0,3,4,2,4,4,4,0,894,6,0.0,0,894,1,4,1,4,894,0,0.0,894,1,0.0,1,0,3,0.6931471805599453,3,5,6,0,3,1,1975.0,3,2,552,5,5,2,256,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,7,2006,8,0,149900
75,4,4.477336814478207,9.819399172153842,1,1,3,3,0,4,0,17,2,2,0,3,7,9,1880,2002,1,1,5,5,2,0.0,3,4,0,4,4,4,6,0,6,0.0,1470,1470,1,0,1,4,1675,1818,0.0,3493,0,0.0,3,0,3,0.6931471805599453,2,10,6,1,0,1,2003.0,3,3,870,5,5,2,302,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2008,8,4,295000
20,3,4.394449154672439,9.248310303227811,1,1,3,3,0,4,0,5,2,2,0,2,8,5,2004,2005,1,1,5,5,3,5.5093883366279774,2,4,2,2,4,4,2,1464,6,0.0,536,2000,1,0,1,4,2000,0,0.0,2000,1,0.0,2,0,3,0.6931471805599453,2,8,6,0,3,1,2004.0,0,3,888,5,5,2,168,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7,2007,8,4,305900
60,3,4.762173934797756,9.508591395777199,1,1,3,3,0,4,0,20,1,2,0,5,7,5,1990,1991,1,1,6,10,1,5.5093883366279774,2,4,1,2,4,4,0,700,6,0.0,0,700,1,2,1,4,1122,1121,0.0,2243,1,0.0,2,1,4,0.6931471805599453,2,8,6,1,5,1,1990.0,2,3,746,5,5,2,127,3.8066624897703196,5.41610040220442,0.0,0.0,0.0,3,4,1,0.0,6,2007,8,4,225000
50,4,4.248495242049359,8.97727273946428,1,0,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,2,0.0,3,1,1,4,4,4,6,0,6,0.0,319,319,1,4,1,0,1035,371,0.0,1406,0,0.0,1,0,3,0.6931471805599453,1,6,6,0,3,6,0.0,1,0,0,3,3,0,0,4.976733742420574,0.0,0.0,0.0,0.0,3,2,1,0.0,3,2008,8,4,89500
30,3,4.248495242049359,9.42084437974393,1,1,0,3,0,4,0,7,2,2,0,2,4,5,1940,1950,1,1,12,13,2,0.0,3,4,1,4,4,4,1,262,6,0.0,599,861,1,0,1,4,861,0,0.0,861,0,0.0,1,0,1,0.6931471805599453,3,4,6,0,3,5,1961.0,3,2,539,5,5,2,158,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,3,2009,8,4,82500
20,3,4.51085950651685,9.42375676753181,1,1,0,3,0,4,0,16,2,2,0,2,9,5,2003,2004,1,1,12,13,2,0.0,2,4,2,0,4,1,2,1274,6,0.0,622,1896,1,0,1,4,1944,0,0.0,1944,1,0.0,2,0,3,0.6931471805599453,0,8,6,3,0,1,2003.0,0,3,708,5,5,2,208,5.170483995038151,0.0,0.0,0.0,0.0,3,4,1,0.0,11,2006,8,4,360000
60,3,4.248495242049359,8.94715577112479,1,1,0,3,0,4,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,1,4.727387818712341,3,4,2,2,4,4,0,518,6,0.0,179,697,1,2,1,4,697,804,0.0,1501,0,0.0,2,1,3,0.6931471805599453,2,6,6,1,5,1,1993.0,0,2,420,5,5,2,190,4.1588830833596715,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2006,8,4,165600
20,3,3.9318256327243257,8.987321812850125,1,1,3,3,0,4,0,12,2,2,0,2,6,6,1948,2002,1,1,12,13,2,0.0,3,2,1,4,4,4,0,680,6,0.0,292,972,1,0,1,4,972,0,0.0,972,1,0.0,1,0,2,0.6931471805599453,3,5,6,1,2,5,1948.0,3,1,240,5,5,2,0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5,2009,8,4,132000
190,4,4.189654742026425,8.962007209588313,1,1,3,3,0,4,0,17,0,2,1,0,5,7,1939,1950,1,1,8,8,2,0.0,3,4,1,2,4,2,5,507,6,0.0,286,793,1,4,1,4,793,325,0.0,1118,1,0.0,1,0,3,0.6931471805599453,3,5,6,1,2,5,1939.0,3,2,410,5,5,2,0,0.0,0.0,0.0,5.605802066295998,0.0,3,2,1,0.0,5,2006,8,4,119900
