MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,TotalSF
80,4.574710978503383,9.330431852234003,7,7,1967,2007,5.707110264748875,710,1080,0.0,2978,0,0.0,2,1,5,0.6931471805599453,11,1,1961.0,2,564,240,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,242000,2608
45,3.9318256327243257,8.517393171418904,5,6,1941,1950,0.0,604,0,0.0,803,0,0.0,1,0,2,0.6931471805599453,5,0,1941.0,2,360,0,0.0,5.501258210544727,0.0,0.0,0.0,0.0,12,2007,87000,1523
120,3.49650756146648,9.291643823040218,8,5,1993,1993,0.0,100,0,0.0,1719,2,0.0,1,1,1,0.6931471805599453,6,2,1993.0,2,473,122,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,5,2008,324000,3438
20,4.394449154672439,9.358846580275406,6,5,1960,1960,5.170483995038151,818,0,0.0,1383,0,0.0,1,1,3,0.6931471805599453,7,0,1960.0,1,292,0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,4,2006,145250,2766
75,4.248495242049359,9.383368881858544,6,6,1916,1994,0.0,844,689,0.0,2134,0,0.0,2,0,5,0.6931471805599453,10,0,1930.0,2,441,0,4.110873864173311,5.594711379601839,0.0,0.0,0.0,0.0,7,2009,214500,2289
70,4.110873864173311,8.764521909518802,5,5,1920,1950,0.0,596,596,0.0,1192,0,0.0,1,0,3,0.6931471805599453,6,0,1920.0,1,189,0,0.0,4.927253685157205,0.0,0.0,0.0,0.0,7,2009,78000,1192
90,4.248495242049359,9.270964993792616,5,4,1964,1964,4.442651256490317,1424,0,0.0,1728,0,0.6931471805599453,2,0,6,1.0986122886681098,10,0,2002.0,1,352,155,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,119000,3456
20,4.262679877041316,9.009080614161975,5,6,1958,1992,0.0,210,0,0.0,1056,1,0.0,1,0,3,0.6931471805599453,6,0,1958.0,1,308,0,0.0,0.0,0.0,0.0,0.0,0.0,8,2007,139000,2112
20,4.454347296253507,9.273878392780173,8,5,2003,2004,5.6937321388027,1603,0,0.0,1629,1,0.0,2,0,3,0.6931471805599453,7,1,2003.0,3,880,0,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,284000,4835
120,4.0943445622221,9.011767474596178,7,5,2004,2004,4.990432586778736,638,0,0.0,1358,1,0.0,2,0,2,0.6931471805599453,6,1,2004.0,2,484,192,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,7,2008,207000,2716
60,4.0943445622221,9.10974625674048,6,5,1998,1998,0.0,115,695,0.0,1638,1,0.0,2,1,3,0.6931471805599453,7,2,1998.0,2,472,100,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,7,2008,192000,1886
190,4.248495242049359,12.011644093954343,5,6,1965,1965,0.0,103,167,0.0,1786,2,0.0,2,0,3,0.6931471805599453,7,2,1965.0,2,529,670,0.0,0.0,0.0,0.0,0.0,6.55250788703459,8,2008,228950,3118
20,4.465908118654584,9.558035114334135,9,5,2005,2006,5.303304908059076,673,0,0.0,1922,1,0.0,2,0,3,0.6931471805599453,8,1,2005.0,3,676,178,3.951243718581428,0.0,0.0,0.0,0.0,0.0,7,2007,377426,3844
20,4.262679877041316,9.119977931895791,7,5,2002,2003,4.736198448394496,726,0,0.0,1536,1,0.0,2,0,3,0.6931471805599453,7,0,2002.0,2,532,192,4.31748811353631,0.0,0.0,0.0,0.0,0.0,12,2008,214000,3072
20,4.5217885770490405,9.557187177595935,7,7,1984,1998,0.0,995,0,0.0,1621,1,0.0,2,0,3,0.6931471805599453,8,0,1984.0,2,440,108,3.828641396489095,0.0,0.0,0.0,0.0,5.993961427306569,5,2006,202500,2829
20,4.204692619390966,9.425532393502772,6,7,1958,1998,5.176149732573829,630,0,0.0,1215,0,0.0,1,0,3,0.6931471805599453,6,0,1958.0,1,297,0,0.0,0.0,0.0,5.459585514144159,0.0,0.0,6,2009,155000,2430
60,4.454347296253507,9.56043370454936,8,5,2002,2002,0.0,967,915,0.0,1908,0,0.0,2,1,4,0.6931471805599453,9,0,2002.0,2,431,135,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,202900,1960
20,4.110873864173311,9.036106025364846,4,4,1950,1950,0.0,721,0,0.0,841,0,0.0,1,0,2,0.6931471805599453,4,0,1950.0,1,294,250,0.0,3.218875824868201,0.0,0.0,0.0,0.0,9,2009,82000,1562
90,4.248495242049359,9.053101595549691,3,4,1949,1950,5.831882477283517,0,0,0.0,1040,0,0.0,2,0,2,1.0986122886681098,6,0,1949.0,2,400,0,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,87500,1040
120,4.158883083359672,9.088172738001974,9,5,2005,2005,6.424869023905388,1656,0,0.0,1684,0,0.0,2,0,2,0.6931471805599453,6,1,2005.0,2,564,495,4.290459441148391,0.0,0.0,0.0,0.0,0.0,7,2008,266000,3368
160,3.610917912644224,7.860570785538664,5,3,1976,1976,0.0,175,576,0.0,1112,0,0.0,1,1,3,0.6931471805599453,4,0,1976.0,1,336,182,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,85000,1072
50,4.189654742026425,8.769662508112274,6,5,1939,1950,0.0,972,605,0.0,1577,0,0.0,1,0,3,0.6931471805599453,6,1,1939.0,1,312,0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,140200,1944
20,4.248495242049359,9.455088847042775,6,8,1960,1998,0.0,460,0,0.0,958,0,0.0,1,0,2,0.6931471805599453,5,0,1960.0,1,301,0,0.0,0.0,0.0,0.0,0.0,9.648659816955297,4,2007,151500,1916
20,4.248495242049359,9.77571099759397,6,5,1960,1960,3.4339872044851463,208,0,0.0,1478,1,0.0,2,0,3,0.6931471805599453,6,2,1960.0,2,498,0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12,2009,157500,2956
160,3.610917912644224,7.803435056952168,7,5,2003,2004,4.672828834461906,191,862,0.0,1626,1,0.0,2,1,2,0.6931471805599453,6,0,2003.0,2,474,0,3.332204510175204,0.0,0.0,0.0,0.0,0.0,10,2008,154000,1528
60,4.04305126783455,9.92485757827232,9,5,2005,2006,6.769641976852503,438,880,0.0,2728,1,0.0,2,1,4,0.6931471805599453,10,2,2006.0,3,706,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,437154,3696
120,4.23410650459726,8.964567702601611,9,5,2007,2007,5.8944028342648505,1869,0,0.0,1869,0,0.0,2,0,2,0.6931471805599453,6,1,2007.0,2,617,210,4.007333185232471,0.0,0.0,0.0,0.0,0.0,12,2007,318061,3738
120,4.248495242049359,8.570165076182343,7,5,1986,1986,0.0,371,0,0.0,1453,1,0.0,1,1,2,0.6931471805599453,6,1,1986.0,2,445,0,4.394449154672439,0.0,0.0,5.220355825078324,0.0,0.0,12,2006,190000,2906
50,4.110873864173311,9.114379980830272,5,6,1941,1950,0.0,0,495,0.0,1111,0,0.6931471805599453,1,0,3,0.6931471805599453,5,0,1941.0,1,200,48,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,95000,1232
30,4.110873864173311,9.050288983827956,6,8,1928,2003,0.0,624,0,0.0,720,0,0.0,1,0,2,0.6931471805599453,5,0,2005.0,2,484,106,0.0,0.0,0.0,0.0,0.0,0.0,5,2010,105900,1344
50,4.110873864173311,9.036106025364846,6,5,1940,2000,0.0,552,403,0.0,1595,0,0.0,1,0,2,0.6931471805599453,6,2,1940.0,1,240,0,0.0,4.691347882229144,0.0,0.0,0.0,0.0,6,2006,140000,2132
20,4.663439094112067,9.328123407632566,6,5,1995,1995,0.0,322,0,0.0,1200,1,0.0,2,0,3,0.6931471805599453,6,0,1995.0,2,521,0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,8,2007,177500,2400
20,4.248495242049359,9.13227071655426,6,6,1992,1992,4.672828834461906,598,0,0.0,1167,1,0.0,2,0,3,0.6931471805599453,6,0,1992.0,2,400,120,3.295836866004329,0.0,0.0,0.0,0.0,0.0,7,2009,173000,2325
120,3.80666248977032,8.348774539791274,5,5,1976,1976,0.0,268,0,0.0,1142,1,0.0,1,1,3,0.6931471805599453,6,1,1976.0,2,528,536,4.51085950651685,0.0,0.0,0.0,0.0,0.0,8,2007,134000,2284
80,4.532599493153256,8.843759381917984,5,4,1958,1958,4.795790545596741,468,0,0.0,1352,0,0.6931471805599453,1,0,3,0.6931471805599453,6,0,1958.0,1,288,168,0.0,5.68697535633982,0.0,0.0,0.0,0.0,7,2006,130000,2414
60,4.3694478524670215,9.39366142910322,8,5,1998,1998,6.274762021241939,130,838,0.0,1924,1,0.0,2,1,3,0.6931471805599453,7,1,1998.0,2,592,208,4.330733340286331,0.0,0.0,5.926926025970411,0.0,0.0,6,2006,280000,2172
85,4.248495242049359,8.928110078202646,6,6,1978,1978,0.0,115,0,0.0,912,1,0.0,1,0,2,0.6931471805599453,5,1,1978.0,2,470,0,0.0,0.0,0.0,5.262690188904886,0.0,0.0,6,2007,156000,1800
50,4.248495242049359,9.120962560824966,5,5,1940,1982,0.0,484,517,0.0,1505,1,0.0,1,0,3,0.6931471805599453,8,0,1940.0,1,240,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,145000,1871
85,4.174387269895637,8.895903562215581,7,5,2003,2003,6.2166061010848646,0,1427,0.0,1922,0,0.0,3,0,4,0.6931471805599453,7,1,2003.0,2,672,0,0.0,5.181783550292085,0.0,0.0,0.0,0.0,7,2009,198500,495
160,3.091042453358316,7.427144133408616,6,8,1972,2007,6.236369590203704,321,504,0.0,987,0,0.0,1,1,2,0.6931471805599453,5,0,1972.0,1,264,250,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,118000,966
60,4.248495242049359,9.841665338892785,6,5,1976,1976,4.795790545596741,84,784,0.0,1574,1,0.0,2,1,3,0.6931471805599453,6,1,1976.0,2,566,306,4.718498871295094,0.0,0.0,0.0,0.0,0.0,7,2006,190000,1586
70,4.0943445622221,9.2771575450135,5,7,1920,1997,0.0,216,672,0.0,1344,0,0.0,1,0,3,0.6931471805599453,6,0,1964.0,1,468,0,4.859812404361672,5.389071729816501,0.0,0.0,0.0,0.0,7,2009,147000,1344
20,4.248495242049359,9.15915233520675,6,5,1963,1963,5.513428746164983,785,0,0.0,1394,1,0.0,1,1,3,0.6931471805599453,6,2,1963.0,2,514,0,4.343805421853684,0.0,0.0,5.225746673713202,0.0,0.0,7,2009,159000,2788
80,4.624972813284271,9.12161844191538,6,5,1962,1962,5.723585101952381,728,0,0.0,1431,0,0.6931471805599453,1,0,3,0.6931471805599453,6,1,1962.0,1,296,64,4.709530201312334,0.0,0.0,0.0,0.0,0.0,12,2008,165000,2530
20,4.3694478524670215,8.962007209588313,5,6,1954,1954,5.303304908059076,728,0,0.0,1268,0,0.0,1,0,2,0.6931471805599453,7,1,1954.0,1,244,0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,3,2010,132000,2536
20,4.248495242049359,9.193295937366925,5,7,1959,2006,0.0,733,0,0.0,1287,1,0.0,1,0,3,0.6931471805599453,7,1,1997.0,2,576,364,2.8903717578961645,0.0,0.0,5.209486152841421,0.0,0.0,3,2010,162000,2350
60,4.248495242049359,9.002331708246244,6,5,2000,2000,0.0,953,711,0.0,1664,0,0.0,2,1,3,0.6931471805599453,7,1,2000.0,2,460,100,3.713572066704308,0.0,0.0,0.0,0.0,0.0,1,2006,172400,1906
50,4.394449154672439,9.748061059204815,4,4,1959,1959,0.0,0,468,0.0,1588,0,0.0,2,0,4,0.6931471805599453,7,1,1991.0,2,680,0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,7,2008,134432,1120
120,3.9318256327243257,8.878497403738631,6,5,1984,1984,0.0,0,0,0.0,752,1,0.0,1,0,2,0.6931471805599453,4,0,1984.0,1,264,353,0.0,0.0,0.0,4.51085950651685,0.0,0.0,2,2010,125000,1496
20,4.382026634673881,9.271905727634335,5,6,1953,1953,0.0,0,0,0.0,1319,1,0.0,1,0,3,0.6931471805599453,5,0,1953.0,1,270,66,0.0,0.0,0.0,0.0,0.0,0.0,11,2009,123000,1927
60,4.189654742026425,9.012011377036412,7,5,2003,2004,0.0,847,1081,0.0,1928,0,0.0,2,1,4,0.6931471805599453,8,1,2003.0,2,434,100,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,7,2007,219500,1694
30,4.248495242049359,9.212438170058329,1,1,1922,1950,0.0,333,0,0.0,904,1,0.0,0,1,1,0.6931471805599453,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,61000,1587
85,4.060443010546419,9.087833697483386,5,5,1996,1996,0.0,572,0,0.0,914,0,0.0,1,0,2,0.6931471805599453,5,0,1998.0,2,576,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,148000,1784
60,4.634728988229636,9.318656515459642,8,5,2004,2005,0.0,1580,886,0.0,2466,0,0.0,3,0,4,0.6931471805599453,8,1,2004.0,2,610,159,5.3706380281276624,0.0,0.0,0.0,0.0,0.0,12,2007,340000,3160
20,4.48863636973214,9.340929941679784,9,2,2010,2010,5.860786223465865,411,0,0.0,1856,1,0.0,1,1,1,0.6931471805599453,8,1,2010.0,3,834,113,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,394432,3712
60,4.110873864173311,9.002577922700276,6,5,2000,2000,2.833213344056216,982,793,0.0,1800,0,0.0,2,1,3,0.6931471805599453,7,1,2000.0,2,463,100,4.158883083359672,0.0,0.0,0.0,0.0,0.0,6,2009,179000,1989
50,3.9318256327243257,8.517393171418904,5,6,1924,1950,0.0,808,665,0.0,1691,0,0.0,2,0,3,0.6931471805599453,6,1,1924.0,1,308,0,0.0,5.493061443340548,0.0,0.0,0.0,0.0,5,2010,127000,2052
20,4.110873864173311,8.881975184248867,7,5,2006,2006,0.0,1293,0,0.0,1301,1,0.0,2,0,2,0.6931471805599453,5,1,2006.0,2,572,216,4.804021044733257,0.0,0.0,0.0,0.0,0.0,8,2006,187750,2594
60,4.382026634673881,9.13194630454817,7,5,2006,2006,0.0,939,858,0.0,1797,0,0.0,2,1,3,0.6931471805599453,8,0,2006.0,2,639,144,3.9889840465642745,0.0,0.0,0.0,0.0,0.0,4,2007,213500,1878
45,4.110873864173311,9.105090961257083,6,3,1928,1950,0.0,784,0,0.0,784,0,0.0,1,0,2,0.6931471805599453,5,0,1950.0,2,360,0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,10,2009,76000,1568
60,4.248495242049359,10.880082855015791,6,5,1992,1992,0.0,595,874,0.0,1953,1,0.0,2,1,3,0.6931471805599453,9,2,1992.0,2,501,216,5.44673737166631,0.0,0.0,0.0,0.0,0.0,6,2007,240000,2659
120,3.784189633918261,8.065579427282092,8,5,2004,2005,2.833213344056216,1232,0,0.0,1269,0,0.0,2,0,2,0.6931471805599453,6,1,2004.0,2,430,146,3.044522437723423,0.0,0.0,4.976733742420574,0.0,0.0,4,2010,192000,2525
50,4.07753744390572,9.037295651962438,5,3,1910,1996,0.0,658,526,0.0,1184,0,0.0,1,0,5,0.6931471805599453,8,0,0.0,0,0,0,5.0238805208462765,0.0,0.0,0.0,0.0,0.0,5,2006,81000,1316
80,4.290459441148391,8.881975184248867,6,6,1976,1976,5.545177444479562,410,0,0.0,1125,1,0.0,1,0,3,0.6931471805599453,6,1,1977.0,1,352,296,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,125000,2166
20,4.543294782270004,9.146654820290047,7,5,1999,2000,4.836281906951478,1468,0,0.0,1479,0,0.0,2,0,3,0.6931471805599453,6,0,1999.0,2,577,120,3.258096538021482,0.0,0.0,0.0,0.0,0.0,7,2008,191000,2947
60,4.574710978503383,9.43148192061972,10,5,2007,2008,5.60947179518496,402,590,0.0,2332,1,0.0,2,1,3,0.6931471805599453,9,1,2008.0,3,846,196,4.90527477843843,0.0,0.0,0.0,0.0,0.0,8,2008,426000,3424
50,3.9318256327243257,9.036701015565065,5,8,1900,1950,0.0,229,406,0.0,1367,1,0.0,1,0,4,0.6931471805599453,7,0,1978.0,1,384,0,4.875197323201151,4.727387818712341,0.0,0.0,0.0,0.0,4,2008,119000,1822
60,4.276666119016055,9.41001056710475,6,5,2001,2002,0.0,114,1157,0.0,1961,1,0.0,2,1,3,0.6931471805599453,7,1,2001.0,2,560,125,5.262690188904886,0.0,0.0,0.0,0.0,0.0,6,2009,215000,1608
20,4.248495242049359,9.028818495352793,5,7,1959,1959,0.0,0,0,0.0,882,0,0.0,1,0,3,0.6931471805599453,5,0,1959.0,1,294,0,0.0,0.0,0.0,0.0,0.0,7.090909822079984,7,2007,106500,882
30,4.248495242049359,8.915566545710645,4,5,1941,1950,0.0,522,0,0.0,788,0,0.0,1,0,2,0.6931471805599453,4,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2006,100000,1576
50,4.110873864173311,9.2237500588861,5,6,1940,1950,0.0,735,299,0.0,1034,0,0.0,1,0,2,0.6931471805599453,5,0,1940.0,1,240,0,3.688879454113936,0.0,0.0,0.0,0.0,0.0,7,2007,109000,1470
20,4.23410650459726,9.166597449028265,5,6,1956,1956,0.0,405,0,0.0,1144,1,0.0,1,0,3,0.6931471805599453,6,0,1956.0,1,596,44,0.0,0.0,0.0,0.0,0.0,0.0,6,2010,129000,2288
20,4.110873864173311,8.881975184248867,5,5,1972,1972,0.0,117,0,0.0,894,0,0.0,1,0,2,0.6931471805599453,6,0,1985.0,2,600,215,0.0,0.0,0.0,0.0,0.0,0.0,9,2009,123000,1788
60,4.248495242049359,8.934718614016768,5,5,1962,1962,5.666426688112432,324,936,0.0,1812,0,0.0,2,0,4,0.6931471805599453,8,1,1962.0,1,264,0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,7,2007,169500,1740
30,4.110873864173311,9.101417964751995,5,2,1920,1950,0.0,961,0,0.0,1077,0,0.0,1,0,2,0.6931471805599453,6,0,1920.0,1,338,0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,67000,2038
60,4.189654742026425,9.002824076547672,7,5,2006,2007,4.61512051684126,280,438,0.0,1550,1,0.0,2,0,2,0.6931471805599453,7,0,2007.0,2,438,0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,10,2009,241000,2204
120,3.6635616461296463,9.613402595468036,8,5,1996,1996,0.0,474,0,0.0,1288,1,0.0,1,1,1,0.6931471805599453,4,2,1996.0,2,500,120,3.4339872044851463,0.0,0.0,5.41610040220442,0.0,0.0,12,2008,245500,2548
20,4.189654742026425,9.078864009187797,7,5,2005,2005,0.0,1286,0,0.0,1310,0,0.0,2,0,3,0.6931471805599453,6,1,2005.0,2,400,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,164990,2620
30,4.110873864173311,9.23024103368252,5,8,1940,1997,0.0,672,0,0.0,672,0,0.0,1,0,2,0.6931471805599453,4,0,1940.0,1,240,168,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,108000,1344
60,4.543294782270004,9.400216653174247,8,5,1998,1998,6.478509642208569,1141,1098,0.0,2263,0,0.0,2,1,4,0.6931471805599453,10,1,1998.0,2,420,144,4.820281565605037,0.0,0.0,0.0,0.0,0.0,7,2006,258000,2306
60,4.248495242049359,9.24619002486988,6,5,1995,1996,0.0,806,766,0.0,1572,0,0.0,2,1,3,0.6931471805599453,7,1,1995.0,2,373,0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,5,2007,168000,1612
20,4.248495242049359,9.209540051805414,4,4,1976,1993,0.0,165,0,0.0,1620,1,0.0,2,0,3,0.6931471805599453,8,1,1993.0,2,490,120,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,6,2009,150000,2901
50,3.951243718581428,9.257319373170178,6,5,1936,1950,0.0,1064,0,6.161207321695077,1639,0,0.0,1,0,3,0.6931471805599453,6,0,1936.0,1,240,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2008,115000,2230
70,4.158883083359672,9.653550746326603,6,7,1915,1976,0.0,840,840,0.0,1680,0,0.0,2,0,4,0.6931471805599453,8,0,1960.0,1,308,0,0.0,5.081404364984463,0.0,0.0,0.0,0.0,3,2008,177000,1680
60,4.700480365792417,9.557823197546,7,5,2006,2006,5.860786223465865,1063,1101,0.0,2172,0,0.0,2,1,3,0.6931471805599453,9,1,2006.0,3,947,192,4.143134726391533,0.0,0.0,0.0,0.0,0.0,8,2007,280000,2134
60,4.454347296253507,9.287394001418471,8,5,2007,2008,4.61512051684126,245,1028,0.0,2078,1,0.0,2,1,3,0.6931471805599453,8,1,2008.0,3,836,0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,4,2008,339750,2084
20,4.23410650459726,9.166597449028265,5,3,1958,1958,0.0,1276,0,0.0,1276,0,0.0,1,0,3,0.6931471805599453,5,0,1958.0,1,350,0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,60000,2552
190,4.61512051684126,10.453081864230466,5,5,1955,1955,0.0,0,0,0.0,1056,1,0.0,1,0,3,0.6931471805599453,5,0,1955.0,2,572,264,0.0,0.0,0.0,0.0,0.0,0.0,1,2006,145000,2112
20,4.248495242049359,8.390268497842571,7,5,2009,2009,6.07073772800249,892,0,0.0,1478,1,0.0,2,1,2,0.6931471805599453,7,1,2009.0,2,484,0,4.976733742420574,0.0,0.0,0.0,0.0,0.0,6,2010,222000,2948
30,4.04305126783455,9.10063710688422,5,6,1927,1950,0.0,1008,0,0.0,1028,0,0.0,1,0,2,0.6931471805599453,5,1,1927.0,2,360,0,0.0,4.875197323201151,0.0,0.0,0.0,0.0,3,2010,115000,2036
60,4.0943445622221,9.32625499657254,7,5,1993,1993,0.0,499,1017,0.0,2097,0,0.6931471805599453,2,1,3,0.6931471805599453,9,1,1993.0,3,678,196,5.236441962829949,0.0,0.0,0.0,0.0,0.0,12,2008,228000,2160
20,4.30406509320417,9.093806555720231,7,5,2007,2007,0.0,1316,0,0.0,1340,0,0.0,2,0,3,0.6931471805599453,6,0,2007.0,2,396,100,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,8,2007,181134,2680
60,4.31748811353631,8.967631665167133,6,7,1978,1978,5.318119993844216,463,728,0.0,1400,0,0.0,1,1,3,0.6931471805599453,6,1,1978.0,2,440,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2006,149500,1344
70,4.465908118654584,10.017753298664472,6,6,1918,1950,0.0,242,1254,0.0,2624,1,0.0,2,1,4,0.6931471805599453,10,1,1918.0,3,864,0,0.0,0.0,0.0,0.0,0.0,0.0,11,2007,239000,2740
50,4.110873864173311,9.007121989469242,5,6,1940,1950,0.0,444,378,0.0,1134,1,0.0,1,1,3,0.6931471805599453,7,0,1940.0,1,240,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,126000,1512
20,4.189654742026425,9.042040056544485,5,6,1968,1968,0.0,281,0,0.0,1056,1,0.0,1,0,3,0.6931471805599453,6,1,1968.0,1,304,0,4.454347296253507,5.220355825078324,0.0,0.0,0.0,0.0,7,2010,142000,2112
90,4.3694478524670215,8.862341963516347,7,5,1997,1998,5.303304908059076,35,0,0.0,1344,2,0.0,2,0,2,1.0986122886681098,8,0,1997.0,4,784,0,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,206300,2688
20,4.248495242049359,9.719324300862802,6,7,1977,2000,4.844187086458591,356,0,0.0,1602,0,0.6931471805599453,2,0,3,0.6931471805599453,8,1,1977.0,2,529,240,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,215000,3204
20,4.61512051684126,9.987415012471414,5,5,1954,1954,0.0,988,0,0.0,988,0,0.0,1,0,2,0.6931471805599453,4,0,1954.0,2,520,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2008,113000,1976
60,4.394449154672439,9.12706745278236,8,5,1998,1998,6.161207321695077,484,1160,0.0,2630,1,0.0,2,1,4,0.6931471805599453,8,1,1998.0,3,696,0,4.204692619390966,0.0,0.0,0.0,0.0,0.0,6,2008,315000,2940
20,4.290459441148391,9.105090961257083,6,5,1956,1956,4.31748811353631,580,0,0.0,1196,1,0.0,1,0,2,0.6931471805599453,6,1,1956.0,1,297,0,3.80666248977032,0.0,0.0,0.0,0.0,0.0,5,2008,139000,2392
60,4.110873864173311,8.12533508671429,7,8,1946,1992,0.0,651,682,0.0,1389,0,0.0,1,1,3,0.6931471805599453,6,2,1947.0,1,240,0,0.0,4.844187086458591,0.0,0.0,0.0,0.0,9,2009,135000,1358
80,4.248495242049359,9.45727857185611,7,5,1989,1989,4.983606621708336,0,0,0.0,1644,1,0.6931471805599453,2,0,2,0.6931471805599453,5,1,1989.0,2,569,80,0.0,0.0,0.0,5.983936280687191,0.0,0.0,8,2009,275000,3162
20,4.356708826689592,9.05881956433494,4,6,1957,1957,0.0,619,0,0.0,907,0,0.0,1,0,3,0.6931471805599453,5,0,1964.0,1,352,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,109008,1814
20,4.174387269895637,8.81922185757494,7,5,2007,2007,4.691347882229144,544,0,0.0,1208,1,0.0,2,0,2,0.6931471805599453,6,0,2007.0,2,628,105,4.007333185232471,0.0,0.0,0.0,0.0,0.0,9,2007,195400,2416
20,4.875197323201151,9.346443454968522,6,5,1988,1988,0.0,387,0,0.0,1412,1,0.0,2,0,3,0.6931471805599453,6,1,1988.0,2,576,0,0.0,5.135798437050262,0.0,0.0,0.0,0.0,3,2009,175000,2804
160,3.091042453358316,7.427144133408616,6,5,1971,1971,5.4510384535657,96,504,0.0,987,0,0.0,1,1,2,0.6931471805599453,4,0,1971.0,1,264,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,85400,966
50,4.110873864173311,8.628197749459149,6,7,1920,1998,0.0,901,110,0.0,1198,0,0.0,1,0,4,0.6931471805599453,7,0,0.0,0,0,0,4.59511985013459,0.0,0.0,0.0,0.0,0.0,9,2008,79900,1989
160,3.218875824868201,7.560601162768557,5,5,1971,1971,5.932245187448011,294,600,0.0,1365,1,0.0,1,1,2,0.6931471805599453,6,0,1971.0,2,440,240,3.610917912644224,0.0,0.0,0.0,0.0,0.0,8,2007,122500,1530
60,4.61512051684126,9.290998274993637,6,5,1997,1998,0.0,926,678,0.0,1604,0,0.0,2,1,3,0.6931471805599453,7,1,1997.0,2,470,0,3.610917912644224,0.0,0.0,0.0,0.0,0.0,7,2008,181000,1852
180,3.091042453358316,7.544861068658458,4,7,1972,1972,0.0,135,0,0.0,630,1,0.0,1,0,1,0.6931471805599453,3,0,0.0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,81000,1260
60,3.784189633918261,9.275003885301905,7,6,1996,1996,0.0,70,834,0.0,1661,1,0.0,2,1,3,0.6931471805599453,6,1,1996.0,2,550,158,4.127134385045092,0.0,0.0,0.0,0.0,0.0,4,2009,212000,1626
50,3.713572066704308,8.38958706681109,6,8,1920,1950,0.0,648,384,0.0,1118,0,0.0,1,0,2,0.6931471805599453,6,0,1990.0,2,440,0,0.0,0.0,0.0,0.0,0.0,0.0,10,2006,116000,1382
45,3.9318256327243257,8.699681400989514,6,7,1926,2004,0.0,884,0,0.0,904,0,0.0,1,0,2,0.6931471805599453,4,0,1926.0,1,180,0,0.0,4.663439094112067,0.0,0.0,0.0,0.0,1,2009,119000,1788
30,3.713572066704308,8.361941906144946,5,6,1913,2002,0.0,75,0,0.0,694,0,0.0,1,0,2,0.6931471805599453,4,1,1990.0,1,352,0,0.0,3.555348061489413,0.0,0.0,0.0,0.0,3,2007,90350,1134
